,OlfN,TotalN,Tokens
look_VB,5751,0,"['look_VBZ', 'look_VBP', 'look_VB', 'look_VBD', 'look_VBG', 'look_VBN']"
freezing_NN,25,0,['freezing_NN']
cola_NN,10,0,"['cola_NNP', 'cola_NN', 'cola_NNS']"
hill_NN,219,0,"['hill_NNP', 'hill_NN', 'hill_NNS']"
widespread_JJ,375,0,['widespread_JJ']
helpful_JJ,511,0,['helpful_JJ']
last_JJ,2066,0,['last_JJ']
night_NN,1364,0,"['night_NN', 'night_NNS', 'night_NNP', 'night_NNPS']"
event_NN,1634,0,"['event_NNS', 'event_NN', 'event_NNP']"
legislator_NN,180,0,"['legislator_NNS', 'legislator_NN']"
expert_NN,623,0,"['expert_NNS', 'expert_NN', 'expert_NNP']"
china_NN,566,0,"['china_NNP', 'china_NN']"
order_NN,1607,0,"['order_NN', 'order_NNP', 'order_NNS']"
law_NN,1232,0,"['law_NN', 'law_NNS', 'law_NNP']"
understanding_NN,825,0,"['understanding_NN', 'understanding_NNS', 'understanding_NNP']"
sympathy_NN,1407,0,"['sympathy_NN', 'sympathy_NNS', 'sympathy_NNP']"
recall_VB,574,0,"['recall_VBP', 'recall_VBZ', 'recall_VB', 'recall_VBG', 'recall_VBD', 'recall_VBN']"
degree_NN,1155,0,"['degree_NN', 'degree_NNS', 'degree_NNP']"
sacred_JJ,158,0,['sacred_JJ']
double_JJ,123,0,['double_JJ']
vision_NN,393,0,"['vision_NNS', 'vision_NNP', 'vision_NN']"
facial_JJ,61,0,['facial_JJ']
swell_VB,137,0,"['swell_VBG', 'swell_VBP', 'swell_VBD', 'swell_VB', 'swell_VBZ', 'swell_VBN']"
ill_RB,423,0,['ill_RB']
change_NN,2740,0,"['change_NNS', 'change_NN', 'change_NNP']"
apathy_NN,82,0,['apathy_NN']
delusion_NN,27,0,"['delusion_NNS', 'delusion_NN', 'delusion_NNP']"
lymph_JJ,22,0,['lymph_JJ']
detachment_NN,89,0,"['detachment_NN', 'detachment_NNP', 'detachment_NNS']"
abnormal_JJ,104,0,['abnormal_JJ']
closing_NN,57,0,"['closing_NN', 'closing_NNS']"
cutting_NN,11,0,['cutting_NN']
sensitivity_NN,236,0,"['sensitivity_NN', 'sensitivity_NNS']"
bright_JJ,200,0,"['bright_JJ', 'bright_JJR', 'bright_JJS']"
light_NN,603,0,"['light_NN', 'light_NNP', 'light_NNS']"
worsen_VB,66,0,"['worsen_VBN', 'worsen_VBG', 'worsen_VB', 'worsen_VBD', 'worsen_VBP', 'worsen_VBZ']"
instability_NN,58,0,"['instability_NN', 'instability_NNS']"
euphoria_NN,310,0,"['euphoria_NN', 'euphoria_NNP']"
high_JJ,2681,0,"['high_JJ', 'high_JJR', 'high_JJS']"
hallucination_NN,60,0,"['hallucination_NNS', 'hallucination_NN', 'hallucination_NNP']"
paranoia_NN,102,0,['paranoia_NN']
leave_VB,8057,0,"['leave_VB', 'leave_VBN', 'leave_VBG', 'leave_VBD', 'leave_VBP', 'leave_VBZ']"
see_VB,7417,0,"['see_VBN', 'see_VB', 'see_VBG', 'see_VBP', 'see_VBZ', 'see_VBD']"
firsthand_RB,64,0,['firsthand_RB']
renew_VB,272,0,"['renew_VBN', 'renew_VB', 'renew_VBP', 'renew_VBG', 'renew_VBD']"
pride_NN,1687,0,"['pride_NN', 'pride_NNP', 'pride_NNS']"
ago_RB,572,0,['ago_RB']
american_JJ,1795,0,['american_JJ']
decision_NN,1729,0,"['decision_NN', 'decision_NNS']"
policy_NN,1245,0,"['policy_NNS', 'policy_NN', 'policy_NNP']"
start_VB,4869,0,"['start_VBD', 'start_VBP', 'start_VB', 'start_VBG', 'start_VBZ', 'start_VBN']"
quickly_RB,744,0,['quickly_RB']
%_NN,2466,0,['%_NN']
guatemala_NN,12,0,['guatemala_NNP']
hungry_JJ,628,0,"['hungry_JJ', 'hungry_JJR']"
deprive_VB,354,0,"['deprive_VBN', 'deprive_VB', 'deprive_VBZ', 'deprive_VBG', 'deprive_VBD', 'deprive_VBP']"
increase_NN,487,0,"['increase_NN', 'increase_NNS']"
ally_VB,41,0,"['ally_VBN', 'ally_VBG', 'ally_VBD', 'ally_VB']"
official_NN,962,0,"['official_NN', 'official_NNS', 'official_NNP']"
plate_NN,76,0,"['plate_NN', 'plate_NNS', 'plate_NNP']"
german_JJ,264,0,['german_JJ']
impose_VB,251,0,"['impose_VBN', 'impose_VBG', 'impose_VB', 'impose_VBZ', 'impose_VBP', 'impose_VBD']"
next_JJ,1243,0,['next_JJ']
disability_NN,413,0,"['disability_NNS', 'disability_NN', 'disability_NNP']"
uninformed_JJ,44,0,['uninformed_JJ']
mere_JJ,355,0,"['mere_JJ', 'mere_JJS']"
gratitude_NN,760,0,['gratitude_NN']
despair_NN,667,0,['despair_NN']
story_NN,1757,0,"['story_NN', 'story_NNS', 'story_NNP']"
focus_VB,683,0,"['focus_VBN', 'focus_VBG', 'focus_VB', 'focus_VBD', 'focus_VBZ', 'focus_VBP']"
express_VB,6756,0,"['express_VBG', 'express_VB', 'express_VBN', 'express_VBZ', 'express_VBD', 'express_VBP']"
ill._NN,86,0,"['ill._NN', 'ill._NNP']"
sleep_VB,521,0,"['sleep_VB', 'sleep_VBG', 'sleep_VBP', 'sleep_VBD', 'sleep_VBN', 'sleep_VBZ']"
nightmare_NN,112,0,"['nightmare_NNS', 'nightmare_NN', 'nightmare_NNP']"
panic_NN,368,0,"['panic_NN', 'panic_NNS']"
weird_JJ,538,0,"['weird_JJ', 'weird_JJS', 'weird_JJR']"
taste_NN,587,0,"['taste_NN', 'taste_NNS']"
hair_NN,466,0,"['hair_NN', 'hair_NNS']"
nausea_NN,320,0,"['nausea_NN', 'nausea_NNS']"
obligation_NN,1545,0,"['obligation_NNS', 'obligation_NN', 'obligation_NNP']"
retreat_VB,46,0,"['retreat_VBG', 'retreat_VB', 'retreat_VBD']"
social_NN,111,0,"['social_NNP', 'social_NNS']"
security_NN,1544,0,"['security_NNP', 'security_NN', 'security_NNPS', 'security_NNS']"
experience_NN,5029,0,"['experience_NNS', 'experience_NN']"
explain_VB,1699,0,"['explain_VBD', 'explain_VBG', 'explain_VBZ', 'explain_VB', 'explain_VBP', 'explain_VBN']"
unnecessary_JJ,246,0,['unnecessary_JJ']
as_RB,4922,0,['as_RB']
headache_NN,375,0,"['headache_NN', 'headache_NNS']"
sickly_JJ,10,0,['sickly_JJ']
patient_NN,2737,0,"['patient_NNS', 'patient_NN', 'patient_NNPS', 'patient_NNP']"
bonnie_NN,19,0,['bonnie_NNP']
walter_NN,66,0,['walter_NNP']
cause_VB,2274,0,"['cause_VB', 'cause_VBD', 'cause_VBN', 'cause_VBP', 'cause_VBZ', 'cause_VBG']"
skinny_JJ,13,0,['skinny_JJ']
try_VB,3599,0,"['try_VBG', 'try_VBP', 'try_VB', 'try_VBN', 'try_VBZ', 'try_VBD']"
reflect_VB,1356,0,"['reflect_VB', 'reflect_VBP', 'reflect_VBD', 'reflect_VBZ', 'reflect_VBN', 'reflect_VBG']"
mood_NN,746,0,"['mood_NN', 'mood_NNS', 'mood_NNP']"
distance_NN,425,0,"['distance_NN', 'distance_NNS', 'distance_NNP']"
pace_NN,220,0,"['pace_NN', 'pace_NNP', 'pace_NNS']"
hard_JJ,2363,0,"['hard_JJR', 'hard_JJ', 'hard_JJS']"
opinion_NN,1662,0,"['opinion_NN', 'opinion_NNS', 'opinion_NNP']"
poll_NN,143,0,"['poll_NNS', 'poll_NN', 'poll_NNP']"
long_JJ,2087,0,"['long_JJ', 'long_JJR', 'long_JJS']"
journey_NN,224,0,"['journey_NN', 'journey_NNS', 'journey_NNP']"
friend_NN,2495,0,"['friend_NNS', 'friend_NN', 'friend_NNPS', 'friend_NNP']"
such_JJ,7544,0,['such_JJ']
course_NN,2343,0,"['course_NN', 'course_NNS', 'course_NNP', 'course_NNPS']"
especially_RB,2420,0,['especially_RB']
backing_NN,35,0,"['backing_NN', 'backing_NNS']"
dizziness_NN,172,0,['dizziness_NN']
skin_NN,1057,0,"['skin_NN', 'skin_NNS', 'skin_NNP']"
increase_VB,1943,0,"['increase_VBD', 'increase_VBN', 'increase_VB', 'increase_VBG', 'increase_VBZ', 'increase_VBP']"
thirst_NN,101,0,"['thirst_NN', 'thirst_NNS']"
energy_NN,1397,0,"['energy_NN', 'energy_NNP', 'energy_NNS']"
irritability_NN,117,0,['irritability_NN']
member_NN,5654,0,"['member_NNS', 'member_NN', 'member_NNP']"
standard_NN,609,0,"['standard_NN', 'standard_NNS', 'standard_NNP', 'standard_NNPS']"
loom_VB,33,0,"['loom_VBP', 'loom_VBZ', 'loom_VB', 'loom_VBD', 'loom_VBG']"
large_JJ,1668,0,"['large_JJR', 'large_JJ', 'large_JJS']"
thus_RB,1448,0,['thus_RB']
risk_NN,897,0,"['risk_NNS', 'risk_NNP', 'risk_NN']"
okay_JJ,379,0,['okay_JJ']
awhile_RB,79,0,['awhile_RB']
much_RB,5887,0,['much_RB']
sometime_RB,62,0,['sometime_RB']
situation_NN,2551,0,"['situation_NN', 'situation_NNS', 'situation_NNP']"
secure_JJ,3679,0,['secure_JJ']
share_VB,3979,0,"['share_VBP', 'share_VBG', 'share_VB', 'share_VBN', 'share_VBZ', 'share_VBD']"
democracy_NN,235,0,"['democracy_NN', 'democracy_NNS', 'democracy_NNP']"
alliance_NN,131,0,"['alliance_NN', 'alliance_NNS', 'alliance_NNP']"
cohesive_JJ,41,0,['cohesive_JJ']
prevent_VB,604,0,"['prevent_VBN', 'prevent_VBZ', 'prevent_VB', 'prevent_VBG', 'prevent_VBP', 'prevent_VBD']"
permit_VB,199,0,"['permit_VBG', 'permit_VBD', 'permit_VBN', 'permit_VBP', 'permit_VB', 'permit_VBZ']"
aware_JJ,688,0,['aware_JJ']
early_JJ,1080,0,"['early_JJR', 'early_JJ', 'early_JJS']"
washington_NN,501,0,"['washington_NNP', 'washington_NN']"
miserable_JJ,420,0,['miserable_JJ']
anything_NN,2865,0,"['anything_NN', 'anything_NNP']"
trivialize_VB,12,0,"['trivialize_VBP', 'trivialize_VB', 'trivialize_VBD', 'trivialize_VBZ', 'trivialize_VBN']"
helpless_JJ,1525,0,['helpless_JJ']
powerless_JJ,1069,0,['powerless_JJ']
guardian_NN,164,0,"['guardian_NN', 'guardian_NNS', 'guardian_NNPS', 'guardian_NNP']"
angel_NN,93,0,"['angel_NN', 'angel_NNP', 'angel_NNS', 'angel_NNPS']"
environmental_JJ,282,0,['environmental_JJ']
matter_NN,1954,0,"['matter_NNS', 'matter_NN', 'matter_NNP']"
future_NN,986,0,"['future_NN', 'future_NNS', 'future_NNP', 'future_NNPS']"
period_NN,689,0,"['period_NN', 'period_NNS', 'period_NNP']"
capitalism_NN,34,0,['capitalism_NN']
emphasis_NN,266,0,"['emphasis_NN', 'emphasis_NNS', 'emphasis_NNP']"
pleasure_NN,1811,0,"['pleasure_NN', 'pleasure_NNS', 'pleasure_NNP']"
emerge_VB,344,0,"['emerge_VBG', 'emerge_VBP', 'emerge_VBD', 'emerge_VB', 'emerge_VBZ', 'emerge_VBN']"
economy_NN,481,0,"['economy_NNS', 'economy_NN', 'economy_NNP']"
newly_RB,124,0,['newly_RB']
soviet_JJ,91,0,['soviet_JJ']
neighborhood_NN,567,0,"['neighborhood_NNS', 'neighborhood_NN', 'neighborhood_NNP']"
less_JJ,3850,0,['less_JJR']
hopeful_JJ,323,0,['hopeful_JJ']
again_RB,4001,0,['again_RB']
choose_VB,1005,0,"['choose_VBD', 'choose_VBG', 'choose_VBP', 'choose_VB', 'choose_VBN', 'choose_VBZ']"
river_NN,263,0,"['river_NNP', 'river_NNS', 'river_NN', 'river_NNPS']"
fall_NN,231,0,"['fall_NNP', 'fall_NN', 'fall_NNPS']"
cindy_NN,33,0,['cindy_NNP']
job_NN,2235,0,"['job_NN', 'job_NNS', 'job_NNP']"
recruit_VB,74,0,"['recruit_VBG', 'recruit_VBN', 'recruit_VB', 'recruit_VBD', 'recruit_VBP', 'recruit_VBZ']"
welcome_JJ,2453,0,['welcome_JJ']
moral_JJ,1262,0,['moral_JJ']
responsibility_NN,2623,0,"['responsibility_NN', 'responsibility_NNS', 'responsibility_NNPS', 'responsibility_NNP']"
touch_VB,1179,0,"['touch_VBN', 'touch_VBP', 'touch_VBD', 'touch_VB', 'touch_VBG']"
seem_VB,3795,0,"['seem_VB', 'seem_VBP', 'seem_VBZ', 'seem_VBD', 'seem_VBG', 'seem_VBN']"
because_RB,211,0,['because_RB']
overwhelm_VB,2300,0,"['overwhelm_VBN', 'overwhelm_VBD', 'overwhelm_VB', 'overwhelm_VBZ', 'overwhelm_VBP']"
percent_NN,2255,0,['percent_NN']
respondent_NN,1908,0,"['respondent_NNS', 'respondent_NN', 'respondent_NNP']"
belgium_NN,16,0,['belgium_NNP']
most_RB,6540,0,['most_RBS']
missile_NN,34,0,"['missile_NNS', 'missile_NNP', 'missile_NN']"
enough_JJ,2100,0,['enough_JJ']
remember_VB,2086,0,"['remember_VBP', 'remember_VB', 'remember_VBZ', 'remember_VBN', 'remember_VBG', 'remember_VBD']"
shot_NN,209,0,"['shot_NN', 'shot_NNS', 'shot_NNP']"
happen_VB,1814,0,"['happen_VB', 'happen_VBG', 'happen_VBN', 'happen_VBZ', 'happen_VBP', 'happen_VBD']"
assess_VB,213,0,"['assess_VB', 'assess_VBN', 'assess_VBP', 'assess_VBG', 'assess_VBZ', 'assess_VBD']"
aim_NN,111,0,"['aim_NNS', 'aim_NN', 'aim_NNP']"
eat_VB,1031,0,"['eat_VB', 'eat_VBG', 'eat_VBP', 'eat_VBD', 'eat_VBZ', 'eat_VBN']"
lead_VB,1973,0,"['lead_VB', 'lead_VBD', 'lead_VBZ', 'lead_VBN', 'lead_VBG', 'lead_VBP']"
breeze_NN,324,0,"['breeze_NN', 'breeze_NNP', 'breeze_NNS']"
housing_NN,170,0,"['housing_NN', 'housing_NNP']"
bill_NN,682,0,"['bill_NN', 'bill_NNP', 'bill_NNS']"
meanwhile_RB,143,0,['meanwhile_RB']
reinforcement_NN,27,0,"['reinforcement_NNS', 'reinforcement_NN']"
army_NN,333,0,"['army_NN', 'army_NNP', 'army_NNS', 'army_NNPS']"
mobilize_VB,31,0,"['mobilize_VB', 'mobilize_VBZ', 'mobilize_VBN', 'mobilize_VBG']"
definitely_RB,840,0,['definitely_RB']
respect_NN,1329,0,"['respect_NN', 'respect_NNS', 'respect_NNP']"
friendship_NN,503,0,"['friendship_NN', 'friendship_NNS', 'friendship_NNP']"
ours_JJ,76,0,['ours_JJ']
era_NN,261,0,"['era_NN', 'era_NNS', 'era_NNP']"
america_NN,1021,0,"['america_NNP', 'america_NNPS', 'america_NN']"
public_JJ,2119,0,['public_JJ']
nomination_NN,51,0,"['nomination_NN', 'nomination_NNS']"
reason_NN,3796,0,"['reason_NN', 'reason_NNS', 'reason_NNP']"
case_NN,2470,0,"['case_NN', 'case_NNS', 'case_NNP']"
dividend_NN,15,0,"['dividend_NNS', 'dividend_NN']"
explore_VB,1121,0,"['explore_VB', 'explore_VBN', 'explore_VBP', 'explore_VBG', 'explore_VBZ', 'explore_VBD']"
drama_NN,132,0,"['drama_NN', 'drama_NNP']"
music_NN,1391,0,"['music_NN', 'music_NNP']"
power_NN,2620,0,"['power_NNS', 'power_NN', 'power_NNP']"
social_JJ,1504,0,['social_JJ']
henderson_NN,22,0,['henderson_NNP']
familiarity_NN,150,0,"['familiarity_NN', 'familiarity_NNS']"
real_JJ,4015,0,"['real_JJ', 'real_JJR']"
california_NN,241,0,"['california_NNP', 'california_NN']"
desert_NN,88,0,"['desert_NN', 'desert_NNP', 'desert_NNS']"
football_NN,108,0,"['football_NN', 'football_NNP']"
field_NN,926,0,"['field_NNS', 'field_NN', 'field_NNP', 'field_NNPS']"
heart_NN,3625,0,"['heart_NN', 'heart_NNS', 'heart_NNP', 'heart_NNPS']"
fill_NN,22,0,['fill_NN']
excitement_NN,988,0,"['excitement_NN', 'excitement_NNS']"
select_NN,17,0,['select_NNP']
write_VB,4054,0,"['write_VB', 'write_VBP', 'write_VBG', 'write_VBD', 'write_VBN', 'write_VBZ']"
approach_NN,1033,0,"['approach_NN', 'approach_NNS', 'approach_NNP', 'approach_NNPS']"
eating_NN,139,0,"['eating_NNP', 'eating_NN']"
safe_JJ,8047,0,"['safe_JJ', 'safe_JJR', 'safe_JJS']"
complain_VB,435,0,"['complain_VBN', 'complain_VBD', 'complain_VBZ', 'complain_VB', 'complain_VBG', 'complain_VBP']"
deterrent_NN,25,0,"['deterrent_NN', 'deterrent_NNS']"
ever_RB,3638,0,['ever_RB']
tempt_VB,242,0,"['tempt_VBN', 'tempt_VBP', 'tempt_VBD', 'tempt_VB', 'tempt_VBZ']"
launch_VB,86,0,"['launch_VB', 'launch_VBG', 'launch_VBP', 'launch_VBN', 'launch_VBD', 'launch_VBZ']"
self-esteem_NN,507,0,['self-esteem_NN']
further_JJ,819,0,"['further_JJ', 'further_JJR']"
class_NN,2088,0,"['class_NN', 'class_NNS', 'class_NNP']"
unity_NN,388,0,"['unity_NN', 'unity_NNP']"
unresolved_JJ,128,0,['unresolved_JJ']
food_NN,803,0,"['food_NN', 'food_NNS', 'food_NNP']"
special_JJ,2227,0,['special_JJ']
different_JJ,4296,0,['different_JJ']
locate_VB,108,0,"['locate_VBN', 'locate_VBG', 'locate_VB', 'locate_VBD', 'locate_VBZ']"
history_NN,947,0,"['history_NN', 'history_NNS', 'history_NNP']"
recovery_NN,183,0,"['recovery_NN', 'recovery_NNP']"
sunset_NN,39,0,"['sunset_NN', 'sunset_NNP', 'sunset_NNS']"
mind_NN,2410,0,"['mind_NN', 'mind_NNS', 'mind_NNP', 'mind_NNPS']"
trap_VB,773,0,"['trap_VBN', 'trap_VBG', 'trap_VBD']"
stress_VB,965,0,"['stress_VBZ', 'stress_VBD', 'stress_VBN', 'stress_VB', 'stress_VBG', 'stress_VBP']"
definite_JJ,223,0,['definite_JJ']
violence_NN,505,0,"['violence_NN', 'violence_NNP']"
separate_VB,249,0,"['separate_VBG', 'separate_VBD', 'separate_VBN', 'separate_VB', 'separate_VBZ', 'separate_VBP']"
modern_JJ,537,0,['modern_JJ']
trouble_VB,126,0,"['trouble_VBN', 'trouble_VBG', 'trouble_VBD']"
rapid_JJ,122,0,['rapid_JJ']
else_RB,1408,0,['else_RB']
yesterday_NN,328,0,['yesterday_NN']
anger_NN,2443,0,"['anger_NN', 'anger_NNS']"
expression_NN,1193,0,"['expression_NNS', 'expression_NN', 'expression_NNPS', 'expression_NNP']"
senator_NN,373,0,"['senator_NNP', 'senator_NNS', 'senator_NNPS', 'senator_NN']"
effective_JJ,520,0,['effective_JJ']
street_NN,675,0,"['street_NNS', 'street_NN', 'street_NNP', 'street_NNPS']"
confuse_VB,418,0,"['confuse_VBN', 'confuse_VBG', 'confuse_VBD', 'confuse_VBP', 'confuse_VB', 'confuse_VBZ']"
withdrawal_NN,129,0,"['withdrawal_NN', 'withdrawal_NNS', 'withdrawal_NNP']"
sense_NN,6736,0,"['sense_NN', 'sense_NNP']"
desperation_NN,164,0,['desperation_NN']
sad_JJ,2329,0,"['sad_JJ', 'sad_JJR', 'sad_JJS']"
angry_JJ,2125,0,"['angry_JJ', 'angry_JJR', 'angry_JJS']"
overwhelmed_JJ,378,0,['overwhelmed_JJ']
show_VB,2217,0,"['show_VBZ', 'show_VBG', 'show_VBN', 'show_VBD', 'show_VBP', 'show_VB']"
guilty_JJ,4961,0,"['guilty_JJ', 'guilty_JJR']"
before_RB,774,0,['before_RB']
usually_RB,1278,0,['usually_RB']
campus_NN,1121,0,"['campus_NN', 'campus_NNP', 'campus_NNS']"
student_NN,14103,0,"['student_NNS', 'student_NN', 'student_NNP']"
address_NN,172,0,"['address_NN', 'address_NNS', 'address_NNP']"
communicate_VB,1044,0,"['communicate_VB', 'communicate_VBN', 'communicate_VBG', 'communicate_VBP', 'communicate_VBZ', 'communicate_VBD']"
talk_VB,3443,0,"['talk_VBG', 'talk_VBD', 'talk_VB', 'talk_VBN', 'talk_VBZ', 'talk_VBP']"
warm_JJ,2651,0,"['warm_JJ', 'warm_JJR', 'warm_JJS']"
develop_VB,2130,0,"['develop_VBP', 'develop_VB', 'develop_VBG', 'develop_VBN', 'develop_VBZ', 'develop_VBD']"
fat_JJ,212,0,"['fat_JJ', 'fat_JJR']"
onset_NN,47,0,['onset_NN']
plow_VB,12,0,"['plow_VBG', 'plow_VBD', 'plow_VB', 'plow_VBZ', 'plow_VBN']"
thought_NN,6626,0,"['thought_NNS', 'thought_NN', 'thought_NNP', 'thought_NNPS']"
share_NN,549,0,"['share_NN', 'share_NNS', 'share_NNP']"
honest_JJ,515,0,"['honest_JJ', 'honest_JJS']"
in-depth_JJ,37,0,['in-depth_JJ']
back_RB,2575,0,['back_RB']
illness_NN,322,0,"['illness_NN', 'illness_NNS']"
shameful_JJ,86,0,['shameful_JJ']
heterosexual_JJ,69,0,['heterosexual_JJ']
male_NN,283,0,"['male_NN', 'male_NNP', 'male_NNS', 'male_NNPS']"
alone_RB,2772,0,['alone_RB']
resist_VB,226,0,"['resist_VB', 'resist_VBD', 'resist_VBZ', 'resist_VBG', 'resist_VBN', 'resist_VBP']"
step_NN,715,0,"['step_NNS', 'step_NN']"
empty_JJ,665,0,"['empty_JJ', 'empty_JJR', 'empty_JJS']"
depressed_JJ,1343,0,['depressed_JJ']
anxious_JJ,1797,0,['anxious_JJ']
painful_JJ,765,0,['painful_JJ']
relationship_NN,1553,0,"['relationship_NNS', 'relationship_NN', 'relationship_NNPS']"
stop_VB,1419,0,"['stop_VBG', 'stop_VB', 'stop_VBP', 'stop_VBD', 'stop_VBZ', 'stop_VBN']"
plan_NN,864,0,"['plan_NN', 'plan_NNP', 'plan_NNS']"
national_JJ,984,0,['national_JJ']
sea_NN,300,0,"['sea_NN', 'sea_NNP', 'sea_NNS', 'sea_NNPS']"
overwhelming_JJ,921,0,['overwhelming_JJ']
concern_NN,2244,0,"['concern_NNS', 'concern_NN']"
federal_NN,127,0,"['federal_NNP', 'federal_NNPS']"
frustration_NN,1643,0,"['frustration_NN', 'frustration_NNS', 'frustration_NNP']"
entrust_VB,44,0,"['entrust_VBN', 'entrust_VBG', 'entrust_VB', 'entrust_VBD']"
tribe_NN,116,0,"['tribe_NNS', 'tribe_NN', 'tribe_NNP', 'tribe_NNPS']"
gift_NN,310,0,"['gift_NNS', 'gift_NN', 'gift_NNP']"
complete_JJ,715,0,['complete_JJ']
independence_NN,316,0,"['independence_NN', 'independence_NNP']"
patriotism_NN,189,0,"['patriotism_NN', 'patriotism_NNP']"
family_NN,4474,0,"['family_NN', 'family_NNS', 'family_NNP']"
core_NN,266,0,"['core_NN', 'core_NNP', 'core_NNS']"
spiritual_JJ,568,0,['spiritual_JJ']
reserve_NN,110,0,"['reserve_NNP', 'reserve_NNS', 'reserve_NN']"
system_NN,2368,0,"['system_NNP', 'system_NN', 'system_NNS', 'system_NNPS']"
enjoy_VB,1263,0,"['enjoy_VBP', 'enjoy_VB', 'enjoy_VBD', 'enjoy_VBG', 'enjoy_VBN', 'enjoy_VBZ']"
town_NN,752,0,"['town_NN', 'town_NNP', 'town_NNS']"
lose_VB,3645,0,"['lose_VBN', 'lose_VBD', 'lose_VB', 'lose_VBG', 'lose_VBZ', 'lose_VBP']"
uncomfortable_JJ,4799,0,['uncomfortable_JJ']
provide_VB,2747,0,"['provide_VB', 'provide_VBN', 'provide_VBD', 'provide_VBZ', 'provide_VBG', 'provide_VBP']"
leadership_NN,482,0,"['leadership_NN', 'leadership_NNP', 'leadership_NNS']"
doe_NN,160,0,"['doe_NNP', 'doe_NN', 'doe_NNS']"
administration_NN,936,0,"['administration_NN', 'administration_NNS', 'administration_NNP']"
result_NN,2059,0,"['result_NN', 'result_NNS']"
woman_NN,6334,0,"['woman_NNS', 'woman_NN', 'woman_NNP']"
exclude_VB,762,0,"['exclude_VBN', 'exclude_VB', 'exclude_VBP', 'exclude_VBG', 'exclude_VBZ', 'exclude_VBD']"
past_NN,617,0,"['past_NN', 'past_NNS', 'past_NNP']"
tomorrow_NN,123,0,"['tomorrow_NN', 'tomorrow_NNP']"
threat_NN,626,0,"['threat_NN', 'threat_NNS']"
malaria_NN,10,0,"['malaria_NN', 'malaria_NNP']"
ban_NN,73,0,"['ban_NN', 'ban_NNP', 'ban_NNS']"
slight_JJ,774,0,"['slight_JJ', 'slight_JJS', 'slight_JJR']"
wo_MD,1124,0,['wo_MD']
afford_VB,335,0,"['afford_VB', 'afford_VBP', 'afford_VBZ', 'afford_VBD', 'afford_VBN', 'afford_VBG']"
bring_VB,2319,0,"['bring_VB', 'bring_VBD', 'bring_VBN', 'bring_VBZ', 'bring_VBP', 'bring_VBG']"
canadian_JJ,138,0,['canadian_JJ']
uplift_NN,15,0,['uplift_NN']
regional_JJ,164,0,['regional_JJ']
san_NN,213,0,"['san_NNP', 'san_NN']"
diego_NN,33,0,['diego_NNP']
age_NN,1008,0,"['age_NN', 'age_NNP', 'age_NNS', 'age_NNPS']"
ill_JJ,1027,0,['ill_JJ']
discourage_VB,575,0,"['discourage_VBN', 'discourage_VBD', 'discourage_VB', 'discourage_VBZ', 'discourage_VBG', 'discourage_VBP']"
direction_NN,538,0,"['direction_NN', 'direction_NNS', 'direction_NNPS']"
wonder_VB,959,0,"['wonder_VBP', 'wonder_VBG', 'wonder_VBN', 'wonder_VB', 'wonder_VBD', 'wonder_VBZ']"
drift_VB,80,0,"['drift_VBG', 'drift_VB', 'drift_VBZ', 'drift_VBD', 'drift_VBN', 'drift_VBP']"
humidity_NN,69,0,['humidity_NN']
compulsive_JJ,39,0,['compulsive_JJ']
exercise_NN,532,0,"['exercise_NN', 'exercise_NNS']"
behavior_NN,1744,0,"['behavior_NNS', 'behavior_NN', 'behavior_NNP']"
tremendously_RB,87,0,['tremendously_RB']
spanish_JJ,130,0,['spanish_JJ']
descent_NN,44,0,"['descent_NN', 'descent_NNS']"
close_JJ,1504,0,"['close_JJ', 'close_JJR', 'close_JJS']"
spain_NN,62,0,['spain_NNP']
self-respect_NN,67,0,['self-respect_NN']
exercise_VB,288,0,"['exercise_VB', 'exercise_VBG', 'exercise_VBN', 'exercise_VBP', 'exercise_VBD', 'exercise_VBZ']"
activity_NN,1492,0,"['activity_NN', 'activity_NNS', 'activity_NNP']"
oneself_NN,199,0,"['oneself_NN', 'oneself_NNP']"
relate_VB,1023,0,"['relate_VBG', 'relate_VBN', 'relate_VBZ', 'relate_VB', 'relate_VBP', 'relate_VBD']"
discover_VB,578,0,"['discover_VBG', 'discover_VBZ', 'discover_VBD', 'discover_VBP', 'discover_VBN', 'discover_VB']"
hospitality_NN,65,0,['hospitality_NN']
heat_NN,1376,0,"['heat_NN', 'heat_NNP']"
nice_JJ,886,0,"['nice_JJ', 'nice_JJS', 'nice_JJR']"
win_VB,793,0,"['win_VB', 'win_VBG', 'win_VBP', 'win_VBN', 'win_VBD', 'win_VBZ']"
desire_NN,1898,0,"['desire_NN', 'desire_NNS', 'desire_NNP']"
never_RB,8601,0,['never_RB']
sunshine_NN,59,0,"['sunshine_NN', 'sunshine_NNP']"
bit_NN,3576,0,"['bit_NN', 'bit_NNS']"
swing_NN,151,0,"['swing_NNS', 'swing_NN', 'swing_NNP']"
general_JJ,3525,0,['general_JJ']
fatigue_NN,440,0,"['fatigue_NN', 'fatigue_NNS', 'fatigue_NNP']"
positive_JJ,2589,0,['positive_JJ']
inappropriate_JJ,467,0,['inappropriate_JJ']
stand_VB,1050,0,"['stand_VBG', 'stand_VBP', 'stand_VBZ', 'stand_VBD', 'stand_VB', 'stand_VBN']"
abortion_NN,378,0,"['abortion_NN', 'abortion_NNS']"
