Word;Auditory;Gustatory;Haptic;Interoceptive;Olfactory;Visual;Exclusivity;DominantModality
bathwater;1.666666667;0.857142857;4.333333333;1.285714286;0.952380952;4.238095238;0.260714286;Haptic
bating;1;0.333333333;1.266666667;0.466666667;0.333333333;2.133333333;0.325301205;Visual
batman;1.666666667;0;0.333333333;0.222222222;0;4.611111111;0.674796748;Visual
baton;0.388888889;0.111111111;3;0.166666667;0.166666667;3.888888889;0.489208633;Visual
bats;2.588235294;0.117647059;1.705882353;0.529411765;0.176470588;3.588235294;0.398648649;Visual
battalion;2.419354839;0;0.225806452;0.35483871;0.290322581;3.161290323;0.49;Visual
batter;1.722222222;2.333333333;2.611111111;1.055555556;1.611111111;3.444444444;0.186956522;Visual
battered;1.421052632;0.631578947;1.421052632;1.526315789;0.473684211;3.578947368;0.343023256;Visual
battering;2.25;0.4375;2.25;1.625;0.5;3.1875;0.268292683;Visual
battering ram;2.333333333;0;2.866666667;0.4;0;4.266666667;0.432432432;Visual
battery;0.941176471;0.235294118;2.470588235;0.529411765;0.176470588;3.705882353;0.437956204;Visual
battery charger;0.705882353;0.294117647;2.352941176;0.294117647;0.470588235;4;0.456521739;Visual
batting;2.315789474;0.157894737;1.842105263;0.315789474;0.052631579;3.578947368;0.426751592;Visual
battle;3.171428571;0;1.314285714;1.257142857;0.742857143;3.971428571;0.379781421;Visual
battle cry;4.294117647;0.294117647;0.294117647;1.352941176;0.352941176;1.588235294;0.489208633;Auditory
battle flag;0.368421053;0.105263158;1.526315789;0.578947368;0.105263158;3.526315789;0.550847458;Visual
battle plan;2.7;0;0.65;0.65;0;2.95;0.424460432;Visual
battleaxe;0.823529412;0;2.352941176;0.352941176;0.117647059;3.823529412;0.511811024;Visual
battled;2;0.277777778;1;1.444444444;0.166666667;3;0.35915493;Visual
battlefield;3.176470588;0;0.882352941;1;1.352941176;4.176470588;0.394444444;Visual
battlefront;2.684210526;0.157894737;0.684210526;0.789473684;1.315789474;3.789473684;0.38547486;Visual
battleground;1.789473684;0;0.421052632;0.578947368;0.368421053;3.263157895;0.508196721;Visual
battleship;1.736842105;0.210526316;0.736842105;0.263157895;0.578947368;3.526315789;0.470149254;Visual
battlewagon;1.588235294;0.470588235;1.647058824;0.529411765;0.352941176;3.588235294;0.395683453;Visual
batty;1.166666667;0;0.083333333;0.5;0.166666667;1.666666667;0.465116279;Visual
batwing;1.235294118;0.117647059;2.058823529;0.411764706;0.176470588;3.411764706;0.444444444;Visual
bauble;0.818181818;0;3;0;0.181818182;4.545454545;0.531914894;Visual
bawl;3.333333333;0.066666667;0.266666667;1.533333333;0.266666667;3.466666667;0.380597015;Visual
bawler;1.8;0;0.5;0.9;0;2.4;0.428571429;Visual
bay;2.117647059;0.352941176;1.176470588;0.117647059;1.647058824;4.647058824;0.450292398;Visual
bay leaf;0.529411765;3.647058824;2.058823529;0.058823529;2.588235294;3.588235294;0.287735849;Gustatory
bay window;0.411764706;0.058823529;1.058823529;0.058823529;0.058823529;4.647058824;0.728971963;Visual
bayberry;0.333333333;1.25;1.333333333;0.333333333;1.416666667;2.083333333;0.259259259;Visual
bayonet;0.842105263;0;3;0.421052632;0.052631579;4.052631579;0.48427673;Visual
bayoneted;0.875;0.03125;2.3125;1.53125;0.0625;3.34375;0.406130268;Visual
bayou;1.4375;0;1.25;0.0625;1.5625;4.0625;0.485074627;Visual
bazaar;2.588235294;1.117647059;1;0.882352941;1.705882353;3.764705882;0.260638298;Visual
bazooka;2.777777778;0;1.055555556;0.166666667;0.277777778;3.944444444;0.47972973;Visual
be;1.705882353;1.058823529;1.294117647;2.029411765;1.029411765;1.823529412;0.111842105;Interoceptive
beach;2.444444444;0.222222222;2.222222222;0.166666667;2.388888889;4.444444444;0.359813084;Visual
beach ball;1.117647059;0.235294118;3.941176471;0.470588235;0.176470588;4.647058824;0.422222222;Visual
beach chair;0.3125;0;3.25;0.625;0.375;4.0625;0.471014493;Visual
beachball;0.736842105;0.052631579;3.105263158;0.421052632;0.105263158;3.631578947;0.444444444;Visual
beachcombing;0.888888889;0;1.666666667;0.5;0.277777778;2.722222222;0.449541284;Visual
beached;1.578947368;0.315789474;1.842105263;0.947368421;1.368421053;3.736842105;0.349462366;Visual
beachfront;2.105263158;0.105263158;0.894736842;0.394736842;1.578947368;4;0.428985507;Visual
beachside;2.444444444;0.5;1.666666667;0.888888889;2.277777778;3.611111111;0.273170732;Visual
beachwear;0.1;0.1;2.4;0.25;0.1;4;0.561151079;Visual
beacon;0.8125;0.0625;0.1875;0.1875;0.1875;3.8125;0.714285714;Visual
bead;0.611111111;0.444444444;2.888888889;0.277777778;0.333333333;3.777777778;0.42;Visual
beaded;1.133333333;0.133333333;2.4;0.133333333;0.066666667;4.4;0.524193548;Visual
beading;0.882352941;0.470588235;2.352941176;0.529411765;0.529411765;2.705882353;0.299212598;Visual
beadlike;0.333333333;0.222222222;2.888888889;0;0.166666667;3.333333333;0.48;Visual
beadwork;0.8125;0;2.25;0.3125;0.0625;3.375;0.495412844;Visual
beady;0.214285714;0.071428571;1.428571429;0.285714286;0;3.714285714;0.65;Visual
beagle;3.888888889;0.277777778;2.888888889;0.055555556;1.722222222;4.444444444;0.330543933;Visual
beak;0.3125;0;1.625;0;0;3.375;0.635294118;Visual
beaker;0.777777778;0.222222222;3.111111111;0.5;0.5;3.777777778;0.4;Visual
beaklike;0.533333333;0.066666667;1.333333333;0.333333333;0.133333333;4.133333333;0.62244898;Visual
beam;0.176470588;0;1.588235294;0.176470588;0;3.588235294;0.64893617;Visual
beamed;1.8;0.533333333;0.6;1.466666667;0.6;4;0.385185185;Visual
beaming;1.176470588;0.058823529;0.176470588;1.235294118;0.235294118;3.588235294;0.545454545;Visual
beamingly;1.125;0.25;0.5;0.625;0.3125;2.9375;0.467391304;Visual
beamlike;0.210526316;0.157894737;0.947368421;0.263157895;0.315789474;3;0.580645161;Visual
bean;0.222222222;3.777777778;1.888888889;0.166666667;1.277777778;3.111111111;0.345744681;Gustatory
beanbag;1.578947368;0.052631579;3.684210526;0.105263158;0.157894737;4.157894737;0.421621622;Visual
beanbags;0.894736842;0;3.684210526;0.315789474;0;4.052631579;0.452941176;Visual
beanie;0.352941176;0.058823529;3.764705882;0.058823529;0.294117647;4;0.462068966;Visual
beanpole;0.357142857;0.285714286;1.428571429;0.071428571;0.428571429;3.357142857;0.554216867;Visual
beanstalk;0.315789474;0.578947368;1.631578947;0.263157895;0.684210526;3.684210526;0.477941176;Visual
bear;3.263157895;0.368421053;1.526315789;0.368421053;0.631578947;4.315789474;0.376884422;Visual
bearable;1.166666667;0.5;0.555555556;2.555555556;0.722222222;0.722222222;0.330357143;Interoceptive
bearably;1.882352941;0.588235294;0.705882353;2.647058824;0.588235294;2.176470588;0.239726027;Interoceptive
beard;0.1;0;3.35;0.05;0.05;4.35;0.550632911;Visual
bearded;0.055555556;0;2.666666667;0.222222222;0.111111111;4.277777778;0.583333333;Visual
beardless;0.277777778;0.166666667;3;0.111111111;0.111111111;4.388888889;0.531034483;Visual
bearer;2.125;0.0625;0.4375;0.4375;0.0625;3.0625;0.484848485;Visual
bearing;1.533333333;0.533333333;1.6;0.8;0.466666667;3.533333333;0.362204724;Visual
bearings;1.25;0.541666667;2.083333333;2.583333333;0.708333333;2.708333333;0.219409283;Visual
bearish;1.5625;0.0625;1.0625;2.25;0.125;2.375;0.31092437;Visual
bearishly;1.9375;0.1875;0.625;1.1875;0.0625;2.4375;0.368932039;Visual
bearishness;2.153846154;0;0.384615385;0.384615385;0.230769231;2.384615385;0.430555556;Visual
bearlike;1.55;0.05;0.85;0.8;0.35;3.6;0.493055556;Visual
bearskin;0.1875;0;3.125;0;0.0625;3.1875;0.485714286;Visual
beast;2.105263158;0.263157895;1.157894737;1.052631579;1.105263158;3;0.315151515;Visual
beastlike;2.470588235;0.176470588;0.941176471;1.058823529;0.529411765;3.823529412;0.405228758;Visual
beastliness;1.388888889;0;0.722222222;0.722222222;0.111111111;2.555555556;0.464646465;Visual
beastly;2.526315789;0.263157895;0.894736842;1.421052632;0.947368421;3.421052632;0.333333333;Visual
beat;3.8;0.15;0.9;1.55;0.1;2;0.435294118;Auditory
beatable;1.625;0.1875;1;1.0625;0.25;2.8125;0.378378378;Visual
beaten;1.235294118;0.294117647;2.176470588;2.352941176;0.294117647;3.529411765;0.327380952;Visual
beater;1.692307692;0.230769231;1.923076923;0.538461538;0;2.923076923;0.4;Visual
beating;2.263157895;0.421052632;3;2.736842105;0.421052632;2.842105263;0.220720721;Haptic
beau;2.1;1;2.4;1.4;1.1;3.4;0.210526316;Visual
beautician;2.125;0;1.4375;0;0;4.1875;0.540322581;Visual
beautification;1;0;0.947368421;0.789473684;0.631578947;4.315789474;0.561643836;Visual
beautifier;0.2;0;0.6;0.6;0.133333333;2.066666667;0.574074074;Visual
beautiful;2.285714286;0.476190476;0.952380952;2.19047619;0.476190476;4.571428571;0.373913043;Visual
beautifully;2.1;0.85;0.95;1.3;0.75;3.75;0.309278351;Visual
beautifulness;2.777777778;1.055555556;2.277777778;1.944444444;2.111111111;4.666666667;0.243445693;Visual
beautify;1.117647059;0.411764706;0.470588235;1.647058824;0.705882353;4.705882353;0.474025974;Visual
beauty;1.833333333;0.277777778;1.277777778;1.444444444;0.444444444;4.888888889;0.453551913;Visual
beauty queen;1.823529412;0.058823529;1.117647059;0.235294118;0.294117647;3.764705882;0.508064516;Visual
beauty salon;1.631578947;0;1.368421053;0.263157895;1.526315789;3.842105263;0.445121951;Visual
beauty shop;1.684210526;0;1.210526316;0.526315789;1.157894737;4.157894737;0.475903614;Visual
beaver;1.628571429;0.085714286;1.285714286;0.028571429;0.485714286;4.171428571;0.539033457;Visual
bebop;4;0;0.454545455;1.090909091;0;0.727272727;0.637681159;Auditory
because;1.421052632;0.052631579;0.052631579;0.631578947;0.052631579;0.684210526;0.472727273;Auditory
beckon;2.3125;0.125;0.3125;0.375;0.0625;2.625;0.440860215;Visual
beckoning;3.411764706;0.117647059;0.529411765;1.176470588;0.176470588;3;0.391608392;Auditory
become;1.555555556;0.222222222;0.388888889;1.666666667;0.222222222;2.888888889;0.384;Visual
becomes;0.941176471;0;0.294117647;0.882352941;0;2.294117647;0.52;Visual
becoming;1.0625;0.5;0.6875;2.6875;0.5625;1.4375;0.315315315;Interoceptive
becomingly;0.272727273;0.090909091;0.363636364;1.454545455;0.181818182;1.454545455;0.357142857;Visual
bed;0.894736842;0.263157895;4.421052632;1.473684211;0.842105263;4.105263158;0.346491228;Haptic
bed linen;0.842105263;0.210526316;3.842105263;0.684210526;1.210526316;3.894736842;0.344827586;Visual
